start_timestamp,end_timestamp,cry_status,cry_duration,temperature,wet_status
2026-02-21 18:51:00,2026-02-21 18:55:30,No,0,22,Yes
2025-11-07 15:11:00,2025-11-07 15:12:19,Yes,79,19,No
2026-01-30 12:56:00,2026-01-30 13:00:34,Yes,274,15,No
2026-01-21 19:57:00,2026-01-21 19:59:03,No,0,15,No
2026-02-23 11:44:00,2026-02-23 11:47:23,Yes,203,26,Yes
2025-11-15 04:36:00,2025-11-15 04:39:03,No,0,19,Yes
2025-11-20 21:38:00,2025-11-20 21:41:14,No,0,17,No
2026-02-04 00:32:00,2026-02-04 00:36:03,Yes,243,26,No
2025-11-19 17:31:00,2025-11-19 17:33:53,Yes,173,30,No
2025-11-12 01:46:00,2025-11-12 01:48:32,No,0,23,No
2026-01-19 11:31:00,2026-01-19 11:31:50,No,0,29,Yes
2025-12-25 18:49:00,2025-12-25 18:49:46,Yes,46,15,Yes
2025-12-17 12:59:00,2025-12-17 13:01:12,No,0,27,No
2025-10-10 23:43:00,2025-10-10 23:45:48,No,0,25,No
2026-02-09 14:29:00,2026-02-09 14:32:58,No,0,19,No
2025-12-06 18:51:00,2025-12-06 18:53:08,No,0,24,No
2025-10-22 15:21:00,2025-10-22 15:22:13,No,0,18,Yes
2025-11-02 03:39:00,2025-11-02 03:41:34,Yes,154,20,No
2025-10-17 05:15:00,2025-10-17 05:17:31,Yes,151,17,Yes
2025-10-04 11:38:00,2025-10-04 11:39:06,Yes,66,29,No
2025-10-28 20:54:00,2025-10-28 20:55:32,Yes,92,19,Yes
2025-10-21 06:20:00,2025-10-21 06:21:16,Yes,76,15,No
2025-11-29 07:10:00,2025-11-29 07:10:55,Yes,55,27,No
2026-02-13 06:34:00,2026-02-13 06:38:33,Yes,273,30,Yes
2026-01-29 09:49:00,2026-01-29 09:50:01,No,0,20,Yes
2025-10-21 06:00:00,2025-10-21 06:02:11,No,0,19,Yes
2025-11-01 23:59:00,2025-11-02 00:00:08,Yes,68,20,No
2025-11-28 05:32:00,2025-11-28 05:35:52,No,0,28,No
2025-11-25 14:33:00,2025-11-25 14:35:38,No,0,22,Yes
2025-12-04 09:36:00,2025-12-04 09:37:52,Yes,112,16,Yes
2026-02-04 11:44:00,2026-02-04 11:45:00,No,0,17,No
2025-10-04 23:01:00,2025-10-04 23:02:15,No,0,26,Yes
2026-02-23 08:57:00,2026-02-23 09:00:13,No,0,26,No
2026-01-03 17:03:00,2026-01-03 17:06:03,No,0,25,Yes
2025-11-28 20:02:00,2025-11-28 20:03:57,Yes,117,26,No
2026-01-28 15:45:00,2026-01-28 15:48:16,No,0,29,No
2026-01-24 05:12:00,2026-01-24 05:13:42,No,0,28,Yes
2025-11-05 10:48:00,2025-11-05 10:51:45,Yes,225,27,No
2025-10-04 14:49:00,2025-10-04 14:50:58,Yes,118,20,Yes
2025-10-25 00:33:00,2025-10-25 00:36:50,No,0,19,No
2025-12-26 06:45:00,2025-12-26 06:45:41,No,0,27,Yes
2025-12-17 18:45:00,2025-12-17 18:47:52,Yes,172,21,No
2026-02-05 14:46:00,2026-02-05 14:50:12,Yes,252,30,Yes
2025-12-30 03:37:00,2025-12-30 03:38:04,No,0,30,No
2025-11-06 08:01:00,2025-11-06 08:05:55,No,0,21,No
2026-02-03 00:26:00,2026-02-03 00:29:07,Yes,187,25,No
2026-01-18 20:52:00,2026-01-18 20:53:32,Yes,92,24,No
2026-01-04 23:30:00,2026-01-04 23:31:35,No,0,30,Yes
2025-10-05 15:15:00,2025-10-05 15:18:39,No,0,22,Yes
2025-12-23 23:29:00,2025-12-23 23:31:29,No,0,30,No
2026-02-20 11:37:00,2026-02-20 11:40:19,Yes,199,19,No
2026-02-24 07:48:00,2026-02-24 07:50:31,Yes,151,30,No
2025-10-05 10:41:00,2025-10-05 10:45:51,Yes,291,27,Yes
2025-12-22 02:46:00,2025-12-22 02:51:00,No,0,29,No
2025-10-18 15:20:00,2025-10-18 15:23:49,Yes,229,23,Yes
2026-01-02 02:00:00,2026-01-02 02:04:32,Yes,272,22,Yes
2025-12-23 12:09:00,2025-12-23 12:13:37,Yes,277,23,No
2026-02-02 10:43:00,2026-02-02 10:45:12,Yes,132,18,No
2025-10-16 06:39:00,2025-10-16 06:43:58,No,0,22,No
2026-01-17 23:54:00,2026-01-17 23:54:35,No,0,23,Yes
2025-11-06 10:06:00,2025-11-06 10:06:42,Yes,42,28,Yes
2026-01-03 15:52:00,2026-01-03 15:53:45,No,0,27,Yes
2026-01-22 10:43:00,2026-01-22 10:44:25,No,0,29,No
2025-11-20 20:42:00,2025-11-20 20:46:22,No,0,20,Yes
2025-12-22 00:34:00,2025-12-22 00:35:33,Yes,93,25,No
2026-01-03 04:50:00,2026-01-03 04:53:11,No,0,15,No
2025-12-22 13:30:00,2025-12-22 13:32:01,No,0,16,No
2025-12-22 19:18:00,2025-12-22 19:18:50,Yes,50,19,No
2025-10-17 02:19:00,2025-10-17 02:20:41,Yes,101,18,Yes
2025-11-30 03:08:00,2025-11-30 03:11:34,No,0,25,Yes
2026-01-14 11:43:00,2026-01-14 11:44:05,No,0,27,Yes
2026-02-12 14:12:00,2026-02-12 14:15:52,Yes,232,17,Yes
2026-01-23 05:25:00,2026-01-23 05:26:29,No,0,22,Yes
2025-10-15 22:00:00,2025-10-15 22:00:42,Yes,42,22,No
2025-10-11 01:26:00,2025-10-11 01:28:22,Yes,142,19,Yes
2026-02-06 10:54:00,2026-02-06 10:57:15,No,0,27,Yes
2026-02-08 09:53:00,2026-02-08 09:57:42,Yes,282,28,Yes
2025-10-11 06:49:00,2025-10-11 06:49:48,Yes,48,22,No
2025-10-02 11:55:00,2025-10-02 11:56:11,No,0,20,No
2025-11-24 05:11:00,2025-11-24 05:11:33,No,0,23,No
2026-02-08 13:15:00,2026-02-08 13:16:51,Yes,111,23,No
2025-11-20 11:09:00,2025-11-20 11:11:43,No,0,18,No
2026-01-24 00:59:00,2026-01-24 01:03:18,No,0,21,Yes
2025-10-29 01:25:00,2025-10-29 01:28:48,Yes,228,21,Yes
2026-02-23 10:11:00,2026-02-23 10:13:19,No,0,26,No
2025-10-14 22:06:00,2025-10-14 22:08:27,No,0,21,Yes
2025-12-19 00:25:00,2025-12-19 00:27:20,Yes,140,25,Yes
2026-02-05 13:15:00,2026-02-05 13:18:17,No,0,27,Yes
2026-02-03 16:23:00,2026-02-03 16:25:56,Yes,176,17,Yes
2025-10-01 01:03:00,2025-10-01 01:03:55,Yes,55,23,Yes
2025-12-17 15:11:00,2025-12-17 15:14:45,Yes,225,18,Yes
2026-01-03 07:20:00,2026-01-03 07:22:07,No,0,26,Yes
2025-12-11 14:15:00,2025-12-11 14:15:41,No,0,16,Yes
2025-12-17 04:50:00,2025-12-17 04:52:44,No,0,21,Yes
2025-10-08 16:15:00,2025-10-08 16:16:59,Yes,119,18,Yes
2025-11-30 15:32:00,2025-11-30 15:34:49,No,0,15,No
2025-10-17 23:36:00,2025-10-17 23:37:48,Yes,108,17,No
2026-01-05 01:01:00,2026-01-05 01:01:49,No,0,28,No
2026-01-14 05:58:00,2026-01-14 05:58:36,Yes,36,17,No
2025-12-12 16:21:00,2025-12-12 16:23:13,No,0,15,No
2025-11-18 08:00:00,2025-11-18 08:04:19,Yes,259,16,No
2026-02-21 23:59:00,2026-02-22 00:03:40,Yes,280,16,No
2026-01-02 03:01:00,2026-01-02 03:04:38,No,0,30,Yes
2026-01-04 22:28:00,2026-01-04 22:31:40,Yes,220,25,No
2026-01-13 05:56:00,2026-01-13 05:59:55,No,0,29,No
2025-12-14 05:02:00,2025-12-14 05:06:43,No,0,26,No
2025-10-23 20:33:00,2025-10-23 20:35:39,Yes,159,25,No
2026-01-28 15:23:00,2026-01-28 15:24:54,Yes,114,25,Yes
2025-12-27 18:26:00,2025-12-27 18:27:51,Yes,111,21,No
2025-10-21 14:18:00,2025-10-21 14:19:27,Yes,87,18,Yes
2025-12-05 18:47:00,2025-12-05 18:48:54,Yes,114,25,No
2025-10-30 11:06:00,2025-10-30 11:09:41,No,0,27,Yes
2026-02-25 11:59:00,2026-02-25 12:02:58,Yes,238,22,No
2025-11-09 23:41:00,2025-11-09 23:43:06,Yes,126,18,No
2025-11-06 02:27:00,2025-11-06 02:30:06,Yes,186,27,No
2025-11-23 18:29:00,2025-11-23 18:30:19,Yes,79,15,Yes
2025-10-08 10:05:00,2025-10-08 10:06:31,Yes,91,20,Yes
2025-10-18 08:39:00,2025-10-18 08:43:21,Yes,261,28,No
2026-01-12 00:21:00,2026-01-12 00:24:03,No,0,27,No
2025-11-23 10:22:00,2025-11-23 10:26:09,No,0,16,No
2025-10-09 17:03:00,2025-10-09 17:06:13,No,0,15,No
2026-01-30 13:05:00,2026-01-30 13:06:20,No,0,26,No
2025-10-07 12:58:00,2025-10-07 12:58:49,No,0,17,No
2025-12-04 18:33:00,2025-12-04 18:34:17,Yes,77,22,Yes
2026-01-25 12:57:00,2026-01-25 13:00:22,Yes,202,30,Yes
2025-12-22 10:34:00,2025-12-22 10:38:21,Yes,261,28,Yes
2025-10-03 23:20:00,2025-10-03 23:21:35,Yes,95,29,Yes
2026-02-06 06:11:00,2026-02-06 06:15:27,No,0,27,Yes
2025-12-04 19:59:00,2025-12-04 20:00:30,No,0,20,No
2025-12-15 05:33:00,2025-12-15 05:33:50,No,0,25,No
2025-10-29 23:26:00,2025-10-29 23:27:49,Yes,109,21,No
2026-02-02 08:30:00,2026-02-02 08:30:32,No,0,20,No
2025-10-12 10:19:00,2025-10-12 10:21:03,Yes,123,25,No
2025-11-28 15:10:00,2025-11-28 15:11:29,Yes,89,20,Yes
2025-11-03 20:39:00,2025-11-03 20:39:42,No,0,30,No
2026-01-19 00:42:00,2026-01-19 00:46:58,No,0,18,No
2026-01-30 01:08:00,2026-01-30 01:10:52,No,0,28,Yes
2025-10-17 02:58:00,2025-10-17 03:00:44,No,0,30,No
2026-02-07 08:18:00,2026-02-07 08:19:40,Yes,100,15,Yes
2025-10-23 19:28:00,2025-10-23 19:30:05,Yes,125,29,No
2026-02-20 08:58:00,2026-02-20 09:02:34,Yes,274,20,No
2025-10-30 19:06:00,2025-10-30 19:06:50,Yes,50,21,Yes
2025-12-16 04:32:00,2025-12-16 04:35:50,Yes,230,26,Yes
2026-02-08 00:24:00,2026-02-08 00:25:27,No,0,15,No
2025-11-05 10:54:00,2025-11-05 10:56:34,No,0,21,Yes
2026-01-30 16:19:00,2026-01-30 16:23:35,Yes,275,18,Yes
2026-01-08 18:52:00,2026-01-08 18:53:06,Yes,66,19,Yes
2025-10-18 16:18:00,2025-10-18 16:22:52,Yes,292,20,Yes
2026-01-14 21:21:00,2026-01-14 21:24:35,Yes,215,23,No
2025-10-16 14:44:00,2025-10-16 14:44:51,No,0,27,Yes
2025-11-19 22:55:00,2025-11-19 22:58:41,No,0,29,Yes
2025-11-02 16:21:00,2025-11-02 16:25:50,No,0,20,Yes
2026-02-11 09:49:00,2026-02-11 09:53:44,Yes,284,28,Yes
2026-01-15 02:15:00,2026-01-15 02:16:13,Yes,73,16,No
2025-12-11 13:25:00,2025-12-11 13:27:53,No,0,25,No
2026-02-15 20:39:00,2026-02-15 20:42:17,No,0,30,No
2026-01-07 23:29:00,2026-01-07 23:30:40,No,0,25,Yes
2026-02-03 11:41:00,2026-02-03 11:45:54,Yes,294,23,No
2025-12-09 09:51:00,2025-12-09 09:55:52,Yes,292,25,No
2025-12-01 19:19:00,2025-12-01 19:21:07,No,0,24,Yes
2025-12-25 17:40:00,2025-12-25 17:44:00,No,0,23,No
2025-11-18 20:55:00,2025-11-18 20:56:41,No,0,21,No
2026-02-16 18:52:00,2026-02-16 18:55:14,Yes,194,29,Yes
2025-10-31 09:56:00,2025-10-31 09:58:36,Yes,156,25,Yes
2026-02-05 12:47:00,2026-02-05 12:49:35,No,0,30,No
2026-02-23 15:40:00,2026-02-23 15:43:24,Yes,204,23,Yes
2025-12-04 04:14:00,2025-12-04 04:17:42,No,0,15,Yes
2025-11-18 08:41:00,2025-11-18 08:45:43,No,0,23,No
2025-11-20 09:04:00,2025-11-20 09:04:56,No,0,30,Yes
2026-01-30 14:55:00,2026-01-30 14:58:48,No,0,18,Yes
2025-11-16 04:11:00,2025-11-16 04:14:35,Yes,215,16,Yes
2025-12-11 03:40:00,2025-12-11 03:42:47,Yes,167,18,No
2025-11-22 01:21:00,2025-11-22 01:22:00,Yes,60,18,No
2025-12-10 09:42:00,2025-12-10 09:46:10,Yes,250,22,Yes
2026-02-24 09:06:00,2026-02-24 09:09:31,Yes,211,19,Yes
2026-02-19 19:56:00,2026-02-19 19:59:12,Yes,192,20,No
2025-11-22 18:29:00,2025-11-22 18:29:38,Yes,38,17,No
2026-02-02 04:15:00,2026-02-02 04:16:18,Yes,78,28,Yes
2025-12-01 15:41:00,2025-12-01 15:42:54,Yes,114,22,No
2025-10-28 00:06:00,2025-10-28 00:08:32,No,0,28,No
2026-01-23 07:17:00,2026-01-23 07:19:28,Yes,148,17,No
2026-01-22 15:06:00,2026-01-22 15:07:46,No,0,27,Yes
2026-02-16 09:16:00,2026-02-16 09:18:15,No,0,28,No
2025-12-22 00:42:00,2025-12-22 00:46:45,No,0,29,Yes
2026-01-04 04:55:00,2026-01-04 04:56:09,No,0,20,No
2025-11-23 07:26:00,2025-11-23 07:29:10,No,0,27,No
2025-12-03 09:55:00,2025-12-03 09:57:28,No,0,30,Yes
2026-02-22 08:19:00,2026-02-22 08:20:03,No,0,15,No
2026-02-24 11:46:00,2026-02-24 11:49:34,No,0,15,No
2026-01-20 15:12:00,2026-01-20 15:16:07,Yes,247,28,No
2025-12-29 07:48:00,2025-12-29 07:50:47,No,0,23,No
2025-11-10 05:45:00,2025-11-10 05:47:22,Yes,142,16,No
2026-01-02 01:38:00,2026-01-02 01:40:27,Yes,147,20,Yes
2026-02-19 01:42:00,2026-02-19 01:44:38,Yes,158,23,No
2025-11-08 10:00:00,2025-11-08 10:01:42,No,0,23,Yes
2025-11-28 13:58:00,2025-11-28 14:01:09,Yes,189,17,Yes
2025-10-24 21:11:00,2025-10-24 21:11:56,Yes,56,24,No
2026-01-17 05:43:00,2026-01-17 05:45:30,Yes,150,21,Yes
2025-10-18 03:27:00,2025-10-18 03:29:47,Yes,167,18,No
2026-02-19 12:35:00,2026-02-19 12:37:01,Yes,121,20,Yes
2025-10-03 11:06:00,2025-10-03 11:07:57,No,0,15,Yes
2026-01-09 04:36:00,2026-01-09 04:37:55,Yes,115,30,Yes
2025-11-03 08:15:00,2025-11-03 08:18:38,No,0,29,Yes
2026-01-25 05:58:00,2026-01-25 05:59:26,Yes,86,20,Yes
2025-10-18 12:52:00,2025-10-18 12:53:39,Yes,99,24,No
2026-02-13 16:43:00,2026-02-13 16:46:52,No,0,29,No
2026-02-25 13:49:00,2026-02-25 13:51:38,No,0,20,No
2025-11-02 01:14:00,2025-11-02 01:16:15,Yes,135,26,No
2025-10-30 20:37:00,2025-10-30 20:41:01,No,0,27,No
2026-01-04 00:48:00,2026-01-04 00:51:11,No,0,21,Yes
2025-11-25 14:51:00,2025-11-25 14:52:45,No,0,19,No
2026-01-10 08:20:00,2026-01-10 08:21:42,Yes,102,22,No
2025-12-04 16:36:00,2025-12-04 16:39:54,No,0,29,No
2025-11-22 15:48:00,2025-11-22 15:49:36,No,0,16,Yes
2025-11-07 21:50:00,2025-11-07 21:51:21,No,0,26,Yes
2025-12-29 15:52:00,2025-12-29 15:55:47,No,0,17,No
2025-12-30 17:29:00,2025-12-30 17:33:34,Yes,274,30,Yes
2025-12-30 11:18:00,2025-12-30 11:20:09,No,0,20,Yes
2025-10-26 04:58:00,2025-10-26 05:00:48,Yes,168,15,Yes
2026-02-11 12:40:00,2026-02-11 12:40:42,No,0,27,No
2026-01-26 11:50:00,2026-01-26 11:53:17,No,0,26,Yes
2026-02-10 19:59:00,2026-02-10 20:00:33,No,0,30,No
2026-02-09 01:14:00,2026-02-09 01:18:49,Yes,289,19,No
2025-12-24 22:32:00,2025-12-24 22:36:15,No,0,19,Yes
2025-11-20 03:10:00,2025-11-20 03:13:46,No,0,27,Yes
2025-10-11 01:30:00,2025-10-11 01:33:05,Yes,185,19,Yes
2026-01-16 19:25:00,2026-01-16 19:27:09,No,0,19,No
2026-02-18 19:23:00,2026-02-18 19:25:40,Yes,160,15,Yes
2025-11-11 01:16:00,2025-11-11 01:18:45,No,0,17,Yes
2026-01-28 05:39:00,2026-01-28 05:43:42,Yes,282,17,No
2025-12-27 21:03:00,2025-12-27 21:06:40,No,0,23,No
2025-12-23 17:58:00,2025-12-23 17:59:49,No,0,22,Yes
2025-10-06 14:48:00,2025-10-06 14:52:37,No,0,25,No
2026-02-05 13:48:00,2026-02-05 13:48:56,No,0,23,Yes
2025-11-07 18:56:00,2025-11-07 18:58:24,Yes,144,22,No
2025-11-09 03:21:00,2025-11-09 03:25:48,No,0,28,No
2026-01-16 19:20:00,2026-01-16 19:23:19,No,0,17,Yes
2025-11-11 21:16:00,2025-11-11 21:20:36,Yes,276,25,Yes
2026-01-20 13:51:00,2026-01-20 13:55:11,Yes,251,28,No
2025-10-08 11:23:00,2025-10-08 11:26:39,Yes,219,24,Yes
2026-02-02 16:47:00,2026-02-02 16:50:52,Yes,232,27,No
2025-11-30 09:46:00,2025-11-30 09:48:34,Yes,154,25,Yes
2025-12-23 20:15:00,2025-12-23 20:18:42,Yes,222,18,Yes
2025-10-22 00:17:00,2025-10-22 00:18:46,No,0,30,Yes
2025-11-08 01:45:00,2025-11-08 01:45:31,No,0,20,Yes
2025-11-04 09:56:00,2025-11-04 09:59:37,No,0,17,Yes
2025-11-12 10:34:00,2025-11-12 10:37:19,Yes,199,16,Yes
2025-10-11 20:58:00,2025-10-11 20:58:30,Yes,30,20,No
2026-02-03 03:40:00,2026-02-03 03:42:46,No,0,17,No
2025-11-05 02:13:00,2025-11-05 02:17:26,No,0,20,Yes
2026-02-05 20:42:00,2026-02-05 20:44:24,No,0,16,No
2025-12-26 22:41:00,2025-12-26 22:42:53,No,0,29,No
2026-02-08 10:27:00,2026-02-08 10:30:00,No,0,28,Yes
2025-12-19 22:44:00,2025-12-19 22:47:17,Yes,197,22,No
2025-11-08 05:17:00,2025-11-08 05:17:48,Yes,48,16,Yes
2025-11-07 03:40:00,2025-11-07 03:44:19,Yes,259,19,Yes
2025-12-12 11:21:00,2025-12-12 11:24:13,Yes,193,30,No
2026-01-13 04:11:00,2026-01-13 04:14:04,Yes,184,30,Yes
2026-01-02 05:20:00,2026-01-02 05:23:50,Yes,230,26,Yes
2025-10-13 01:04:00,2025-10-13 01:06:39,No,0,20,No
2026-01-27 22:28:00,2026-01-27 22:31:53,No,0,29,Yes
2025-12-23 14:24:00,2025-12-23 14:27:11,Yes,191,15,Yes
2025-12-04 14:11:00,2025-12-04 14:12:17,No,0,25,Yes
2025-10-11 04:47:00,2025-10-11 04:49:32,No,0,23,Yes
2025-11-16 14:15:00,2025-11-16 14:15:49,Yes,49,26,No
2026-01-04 11:30:00,2026-01-04 11:30:31,Yes,31,30,Yes
2025-11-24 05:02:00,2025-11-24 05:05:20,No,0,27,Yes
2026-01-20 01:20:00,2026-01-20 01:24:22,No,0,29,Yes
2025-12-12 11:21:00,2025-12-12 11:21:39,No,0,17,No
2026-01-15 15:49:00,2026-01-15 15:51:28,No,0,22,No
2025-12-07 10:14:00,2025-12-07 10:14:49,Yes,49,23,No
2025-12-07 00:08:00,2025-12-07 00:10:27,Yes,147,22,No
2025-12-01 13:33:00,2025-12-01 13:33:31,No,0,16,Yes
2025-12-10 18:16:00,2025-12-10 18:20:03,Yes,243,24,Yes
2026-02-05 19:48:00,2026-02-05 19:50:19,No,0,18,Yes
2026-01-08 19:08:00,2026-01-08 19:11:18,Yes,198,21,Yes
2026-01-18 02:43:00,2026-01-18 02:46:18,Yes,198,30,Yes
2025-10-26 04:25:00,2025-10-26 04:27:42,Yes,162,24,No
2026-01-15 05:31:00,2026-01-15 05:35:08,Yes,248,20,No
2025-10-25 09:51:00,2025-10-25 09:54:08,Yes,188,17,Yes
2025-11-01 00:06:00,2025-11-01 00:08:32,Yes,152,23,Yes
2025-10-30 15:24:00,2025-10-30 15:27:22,Yes,202,29,Yes
2026-02-01 22:48:00,2026-02-01 22:50:52,Yes,172,26,Yes
2025-12-30 06:01:00,2025-12-30 06:04:48,Yes,228,23,Yes
2025-10-23 02:09:00,2025-10-23 02:10:53,Yes,113,25,Yes
2026-02-11 23:32:00,2026-02-11 23:34:09,No,0,26,Yes
2025-12-27 13:17:00,2025-12-27 13:21:11,Yes,251,27,Yes
2025-11-12 06:29:00,2025-11-12 06:33:37,Yes,277,22,No
2026-02-20 15:37:00,2026-02-20 15:40:48,No,0,26,Yes
2025-10-11 01:14:00,2025-10-11 01:18:21,Yes,261,15,No
2025-10-05 22:41:00,2025-10-05 22:44:40,No,0,28,Yes
2025-12-20 15:49:00,2025-12-20 15:50:13,Yes,73,18,Yes
2025-11-04 16:09:00,2025-11-04 16:13:43,No,0,18,Yes
2025-12-21 08:23:00,2025-12-21 08:26:09,No,0,24,Yes
2025-10-28 01:52:00,2025-10-28 01:55:03,Yes,183,23,No
2025-11-09 09:34:00,2025-11-09 09:37:24,No,0,17,No
2025-10-20 17:00:00,2025-10-20 17:03:07,No,0,28,Yes
2025-10-07 09:43:00,2025-10-07 09:46:17,Yes,197,17,Yes
2026-02-12 20:34:00,2026-02-12 20:35:21,No,0,18,Yes
2025-12-07 11:23:00,2025-12-07 11:26:12,Yes,192,20,Yes
2026-02-27 02:41:00,2026-02-27 02:43:28,Yes,148,23,No
2026-02-18 18:28:00,2026-02-18 18:29:10,No,0,24,Yes
2026-01-12 01:23:00,2026-01-12 01:26:09,No,0,17,No
2025-12-08 01:46:00,2025-12-08 01:47:40,Yes,100,18,Yes
2025-10-28 16:16:00,2025-10-28 16:16:51,No,0,26,No
2026-02-16 03:38:00,2026-02-16 03:40:45,Yes,165,22,Yes
2025-12-25 05:44:00,2025-12-25 05:46:04,Yes,124,15,No
2025-11-25 04:19:00,2025-11-25 04:20:56,Yes,116,28,Yes
2026-02-11 09:19:00,2026-02-11 09:21:06,No,0,22,Yes
2026-01-19 07:12:00,2026-01-19 07:15:48,Yes,228,24,No
2025-11-04 13:48:00,2025-11-04 13:52:00,No,0,23,Yes
2025-11-01 14:20:00,2025-11-01 14:22:40,No,0,15,Yes
2026-01-12 20:09:00,2026-01-12 20:11:07,No,0,19,Yes
2026-02-26 04:05:00,2026-02-26 04:07:37,Yes,157,16,Yes
2025-12-03 01:35:00,2025-12-03 01:36:06,No,0,19,Yes
2025-12-10 03:50:00,2025-12-10 03:50:31,Yes,31,18,Yes
2026-01-14 03:39:00,2026-01-14 03:42:24,Yes,204,29,Yes
2025-11-07 22:07:00,2025-11-07 22:08:33,No,0,25,No
2026-01-05 22:30:00,2026-01-05 22:34:55,No,0,29,Yes
2025-11-07 07:03:00,2025-11-07 07:06:49,No,0,21,Yes
2026-02-03 16:41:00,2026-02-03 16:43:50,No,0,16,No
2025-10-01 14:47:00,2025-10-01 14:51:27,Yes,267,16,Yes
2026-01-26 17:53:00,2026-01-26 17:55:58,Yes,178,28,Yes
2025-12-13 04:48:00,2025-12-13 04:50:55,No,0,20,No
2025-10-04 16:09:00,2025-10-04 16:10:03,No,0,26,No
2025-11-27 15:20:00,2025-11-27 15:22:12,No,0,30,No
2025-12-09 05:28:00,2025-12-09 05:32:35,Yes,275,29,Yes
2025-10-05 08:00:00,2025-10-05 08:04:38,No,0,22,Yes
2025-10-29 09:08:00,2025-10-29 09:11:39,No,0,18,No
2026-02-10 10:35:00,2026-02-10 10:38:56,Yes,236,17,Yes
2025-12-01 09:39:00,2025-12-01 09:41:39,Yes,159,20,No
2026-02-13 00:06:00,2026-02-13 00:07:46,Yes,106,25,No
2026-02-23 11:38:00,2026-02-23 11:38:30,No,0,21,Yes
2025-10-28 10:27:00,2025-10-28 10:31:07,No,0,23,Yes
2026-01-11 22:51:00,2026-01-11 22:54:32,Yes,212,27,No
2025-11-20 08:21:00,2025-11-20 08:24:16,Yes,196,25,No
2026-01-29 08:13:00,2026-01-29 08:16:20,No,0,22,No
2026-02-21 00:33:00,2026-02-21 00:34:09,Yes,69,19,Yes
2026-01-14 01:29:00,2026-01-14 01:31:14,No,0,28,Yes
2025-10-27 23:14:00,2025-10-27 23:18:15,Yes,255,22,Yes
2025-11-25 12:39:00,2025-11-25 12:40:19,Yes,79,23,Yes
2026-02-28 13:57:00,2026-02-28 13:58:31,No,0,29,Yes
2025-10-24 11:37:00,2025-10-24 11:39:31,Yes,151,17,No
2026-02-15 21:28:00,2026-02-15 21:30:33,Yes,153,30,No
2026-02-16 05:42:00,2026-02-16 05:42:33,No,0,21,No
2025-12-24 03:24:00,2025-12-24 03:25:15,Yes,75,23,Yes
2026-01-18 23:46:00,2026-01-18 23:49:28,No,0,29,Yes
2025-10-07 03:19:00,2025-10-07 03:19:40,No,0,21,Yes
2025-11-10 07:59:00,2025-11-10 07:59:53,Yes,53,21,Yes
2025-11-20 04:31:00,2025-11-20 04:34:01,No,0,16,No
2025-11-27 21:06:00,2025-11-27 21:07:38,Yes,98,18,Yes
2026-01-02 21:24:00,2026-01-02 21:27:03,No,0,19,Yes
2025-11-10 16:10:00,2025-11-10 16:13:43,Yes,223,20,No
2025-10-09 18:11:00,2025-10-09 18:12:59,No,0,18,Yes
2025-11-10 07:13:00,2025-11-10 07:14:07,Yes,67,28,Yes
2026-01-20 07:49:00,2026-01-20 07:50:55,No,0,25,No
2025-11-10 20:17:00,2025-11-10 20:19:20,No,0,28,Yes
2026-01-22 09:31:00,2026-01-22 09:34:11,No,0,21,Yes
2025-11-20 13:51:00,2025-11-20 13:54:01,No,0,29,Yes
2026-02-26 03:56:00,2026-02-26 03:57:34,Yes,94,22,Yes
2026-02-21 16:21:00,2026-02-21 16:24:52,Yes,232,16,Yes
2026-02-15 07:54:00,2026-02-15 07:55:34,Yes,94,16,Yes
2025-12-01 18:23:00,2025-12-01 18:24:12,No,0,17,No
2025-12-06 11:20:00,2025-12-06 11:21:39,Yes,99,16,No
2026-02-03 07:00:00,2026-02-03 07:01:41,Yes,101,17,Yes
2026-01-22 02:26:00,2026-01-22 02:30:06,Yes,246,25,No
2025-11-12 23:15:00,2025-11-12 23:17:51,No,0,15,Yes
2025-10-03 00:55:00,2025-10-03 00:55:42,Yes,42,17,No
2025-11-12 21:44:00,2025-11-12 21:45:11,Yes,71,21,No
2025-10-26 14:59:00,2025-10-26 15:02:40,Yes,220,15,Yes
2025-12-30 10:40:00,2025-12-30 10:43:44,Yes,224,24,No
2025-12-06 05:26:00,2025-12-06 05:27:13,Yes,73,30,No
2026-02-03 17:49:00,2026-02-03 17:50:09,Yes,69,20,No
2026-02-06 21:13:00,2026-02-06 21:13:51,No,0,27,No
2025-10-11 17:18:00,2025-10-11 17:22:12,No,0,15,Yes
2025-10-13 00:05:00,2025-10-13 00:07:43,Yes,163,27,No
2025-12-27 03:01:00,2025-12-27 03:04:35,No,0,19,No
2026-01-05 19:13:00,2026-01-05 19:14:32,Yes,92,28,Yes
2025-12-08 17:27:00,2025-12-08 17:29:26,No,0,26,Yes
2026-01-02 10:35:00,2026-01-02 10:36:57,No,0,16,Yes
2026-01-29 01:48:00,2026-01-29 01:51:58,Yes,238,22,No
2026-02-20 15:42:00,2026-02-20 15:45:31,Yes,211,20,Yes
2025-10-17 02:04:00,2025-10-17 02:06:47,Yes,167,18,No
2025-12-04 18:02:00,2025-12-04 18:03:33,Yes,93,23,No
2025-11-15 18:41:00,2025-11-15 18:45:32,No,0,22,Yes
2026-01-05 06:24:00,2026-01-05 06:29:00,Yes,300,27,No
2025-12-02 05:17:00,2025-12-02 05:18:03,Yes,63,27,No
